,Tweet,Label,preprocessing_text,text_len
1292,"Kadang hal yang kita anggep biasa bisa bikin oranglain se seneng ituuuu. Tapi kadang juga ada orang lain yang bilang alay, norak, kampungan. Yahhh begitulah semua tergantung sudut pandang dan mood orang lain.",0,kadang anggap biasa bikin orang se senang kadang orang bilang alay norak kampung begitu semua gantung sudut pandang suasana hati orang,21
1293,bercandanya lama-lama bukan receh tapi memuakkan norak kampungan ga berwibawa sama sekali,1,canda lama lama bukan receh muak norak kampung wibawa sama sekali,11
1294,"@makmummasjid Kaget sama kemajuan jaman, ada tempat terang dikit langsung dijadiin tempat nongkrong, sebentar lagi bakal ada tuh yg nyoretin tembok. Kampungan",0,kaget sama maju jaman tempat terang sedikit langsung jadi tempat nongkrong sebentar bakal coret tembok kampung,16
1295,"@makmummasjid Yah bocah bocah KAMPUNGAN TOLOL amat dah, NORAK anjing motor digituin, biar apa dah? IDIOT dasar pendidikan rendah",1,bocah bocah kampung tolol norak anjing motor begitu biar apa idiot dasar didik rendah,14
1296,"@Fikrisatrianug1 @pangandaranism_ @Terrywijayanto keren lah tuh lu tau, masa kampungan kyk lu provokator",1,keren lah kamu tau masa kampung kamu provokator,8
1297,@Dennysiregar7 Tuh org biar pake jas juga kliatan kampungan kok,1,orang biar pakai jas lihat kampung kok,7
1298,Orang kampung sama kampungan.. banyak yak kok org kampung yg gk kampungan.. justru org kota jga banyak yg kampungan,0,orang kampung sama kampung banyak kok orang kampung kampung justru orang kota banyak kampung,14
1299,Ya namanya juga liga dangdut indosiar ðŸ˜ yach beginilah main bolanya nga mikirin kaki orang krna mainnya pake emosi ðŸ˜‚ ktanya pemain pro tp kelakuannya kayak pemain kampungan ðŸ˜kasian klo smpe patah tu kaki,0,nama liga dangdut indosiar begini main bola pikir kaki orang main pakai emosi kata main pro laku kayak main kampung kasihan kalau patah kaki,24
1300,"@MarethaREGIS @hirediox @tanyarlfes Kondisinya mungkin buta huruf, tapi klo ngetik di twitter bisa",1,kondisi mungkin buta huruf kalau etik twitter,7
1301,@arie_gin_2 @Miduk17 @Miduk17  becong....tipu2 rakyat pake sembako. Monyet.loh buta,1,becong tipu rakyat pakai sembako monyet lah buta,8
1302,Buta yang paling buruk ialah buta hati.,0,buta paling buruk ialah buta hati,6
1303,@aeontargareyn @Dennysiregar7 BuzzeRP buta mata buta hati dan tuli sampe dengkul2nya.,1,buzzerp buta mata buta hati tuli dengkul nya,8
1304,@imurkyau @uinwsfess Buta huruf bisa kak atau bahkan buta keadilan bisa juga,0,buta huruf kakak bahkan buta adil,6
1305,"@tumbelina_88 @uinwsfess Yang ngedate buta kak, buta keadilan misalnya",0,kencan buta kakak buta adil misal,6
1306,@abnormlr buta matamu ya,1,buta mata kamu,3
1307,@tsu_basha @msaid_didu @RMU_ID @ForHumBUMN @keretaapikita Hadehhh puraÂ² buta dasar cebong dungu,1,aduh pura buta dasar cebong dungu,6
1308,"@Ariefkasam2 @Relawananies Mata kau buta mungkin ,,tu si ubanan gimana tuh… bagi bagi sembako juga ....mang aneh ...kalau kalian benci tunjukin tuh kemampuan jagoan mu ...jangan tau nya nonton bokep aja",1,mata kamu buta mungkin sih uban bagaimana sembako mang aneh kalau kalian benci tunjuk mampu jago mu jangan tau nya tonton bokep,22
1309,"@nurulaminhamid Ko mmg bodoh... Dh buta mata .tk leh bedakan perbuatan Salah yg ko duk taja... By the way, neraka kirim Salam",1,kok memang bodoh buta mata tk beda buat salah kok duk taja by the way neraka kirim salam,18
1310,Taun ini gua bener bener emosi sama satu kantor. Makan gaji buta mulu lu orgil.,0,tahun benar benar emosi sama satu kantor makan gaji buta selalu kamu orang gila,14
1311,@SyedAkramin Apa punya musibat @MPKajang dasar makan duit haram gaji buta,0,apa punya musibat dasar makan duit haram gaji buta,9
1312,@imyourmafu mata lu buta kali https://t.co/a9AzjLNqM2,1,mata kamu buta kali,4
1313,@musniumar Telingamu tuli matamu buta Mus demi ... https://t.co/vgI8N9RKtT,1,telinga tuli mata kamu buta mus,6
1314,@Agusta_515 Kasian anda buta mata,1,kasihan buta mata,3
1315,Tuli apa buta yaa udh berkali-kali dikasih data tentang pembodohan ini msh aja dikerjain,1,tuli apa buta kali kali kasih data bodoh kerja,9
1316,@prastow Kaum dungu pasti' merasa benar'.... hatinya buta tidak melihat rakyat semakin menjerit akibat kebijakan rezim yg bikin rakyat susah.....buka mata buka telinga,1,kaum dungu rasa benar hati buta lihat rakyat makin jerit akibat bijak rezim bikin rakyat susah buka mata buka telinga,20
1317,bangga sama diri sendiri karena biasanya buta arah,0,bangga sama diri sendiri biasa buta arah,7
1318,"Kan gue bilang semoga goblok, baca tuh pake mata tolol buta kah mata lo",1,kan bilang moga goblok baca pakai mata tolol buta mata kamu,11
1319,"Beda sih kalau udah buta. Apa yang dikata apapun, pasti BUDEG",1,beda sih kalau buta apa kata apa budek,8
1320,"Ada yang buta map juga. Bangke memang anak-anak polos""",0,buta map bangkai memang anak anak polos,7
1321,"manusia sudah terlalu buta harta dan tahta,, mereka  lupa ketika mati yang menguburkannya juga manusia""",0,manusia terlalu buta harta tahta lupa mati kubur manusia,9
1322,@Polaris_0404 Oh iya bener si buta dari gua hantu!,0,iya benar sih buta hantu,5
1323,"@Android_AK_47 Beginilah kalo Rakyat berhasil dimiskinkan.. buta politik dan kelaparan, akhirnya recehan pun ditelan bulat2.... https://t.co/UcsmuEJ6E5""",0,begini kalau rakyat hasil miskin buta politik lapar akhir receh tel bulat,12
1324,Kenapa bisa hal yg paling penting begini mangkrak selama 6 tahun?? Kemana dan apa yg di kerjakan Gubernur sebelumnya? Buta atau tutup mata? Punya waktu selama 5 tahun tp tdk di kerjakan,0,paling penting begini mangkrak lama tahun apa kerja gubernur belum buta tutup mata punya waktu lama tahun kerja,18
1325,@kangjo2014 @Dennysiregar7 Walah... Singapore matanya buta dan tuli berarti ðŸ˜‚ðŸ˜‚ðŸ˜‚,0,walah singapura mata buta tuli arti,6
1326,"buta kok bisa lihat mana mobil mana sepeda. keep smile :)""",0,buta kok lihat mana mobil mana sepeda keep smile,9
1327,hasil tadi pagi pagii buta https://t.co/F5lUh7122w,0,hasil tadi pagi pagi buta,5
1328,@nilourv MAKSUD AKU TADI PAGI BUTA BERANGKAT NGAMPUS ini dah balik pulang :(,0,maksud aku tadi pagi buta berangkat ngampus balik pulang,9
1329,@giatarigan @AnggaPutraF Hati2 mas tukang ngopi terlalu cinta buta jg bisa gila,0,hati mas tukang minum kopi terlalu cinta buta gila,9
1330,openfollow for rp yang setuju ama rl behahti ahyougnk kek begini ngaku cecan berarti lo BUTA HAHAHA https://t.co/PDeLzLkXEt,0,open follow for rupiah tuju sama rl behahti ahyougnk begini aku cewek cantik arti kamu buta haha,17
1331,"@mazzini_gsp @ListyoSigitP @DivHumas_Polri nyawa murah banget nih maen asal tabrak aja sama anggota lu buta apa gimana pak @ListyoSigitP @DivHumas_Polri @jokowi
",0,nyawa murah sangat nih main asal tabrak sama anggota kamu buta apa bagaimana bapak,14
1332,"Demi menghormati Abdullah bin Umi Maktum, Rasulullah Saw. selalu berdiri tiap kali ada orang buta yang lewat di hadapan beliau",0,hormat abdullah bin umi maktum rasulullah saw selalu diri tiap kali orang buta lewat hadap beliau,16
1333,"@kegblgnunfaedh Pura pura tuli , pura pura buta semuanya",0,pura pura tuli pura pura buta semua,7
1334,"Gak usah buta dari keburukan orang. Udah buta, malah bela yg salah""",0,usah buta keburu orang buta malah bela salah,8
1335,"BajinganÂ² bersorban yg memakan banyak korban, buka matamu, jangan puraÂ² buta ya ? https://t.co/Y5RXToHiHS""",1,bajing sorban makan banyak korban buka mata kamu jangan pura buta,11
1336,@AkuAtikaFaya Orang yang buta hati nya tidak dapat menilai seseorang dgn obyektif. Orang yg tidak bisa dijadikan panutan ucapannya banyak salahnya.,0,orang buta hati nya nilai orang obyektif orang jadi panutan ucap banyak salah,13
1337,Cinta itu buta walaupun dia menyakitimu berkali-kali pasti rasa sayangmu padanya tidak akan berubah.,0,cinta buta walaupun sakit kali kali rasa sayang pada ubah,10
1338,@MARQUEZ__93 @mahandi22 Lah mata lu buta...?,0,lah mata kamu buta,4
1339,"@MilanEye 7 gol 2 match terakhir, klo pioli ga ubah pemain, fix sih ini org buta",1,gol match akhir kalau pioli ubah main fix sih orang buta,11
1340,"@teydae @hxcaramel Kaga usah pura"""" budek, pura"""" buta.  Lo gk denger dh 2thn yg lalu oppa lo ngajakin jmin collab. Udh gblok ngetik lgi",1,usah pura budek pura buta kamu dengar tahun lalu oppa kamu ajak jmin collab goblok etik,16
1341,"Gw ga ngerti knpa penulis spti orang yg buta budek dn ga punya akal,sgla kritik suda di beri sgla cra sda diupayakan penonton untuk rating yg bgus,tpi penulis spti sgja buat cerita apa yg ga di inginkan penonton, bgsatt",1,erti tulis orang buta budek punya akal segala kritik beri segala cra sda upaya tonton rating bagus tulis sengaja buat cerita apa ingin tonton bangsat,25
1342,"Cinta sebenarnya tidak buta. Cinta adalah sesuatu yang murni, luhur dan diperlukan. Yang buta adalah bila cinta itu menguasai dirimu tanpa suatu pertimbangan.",0,cinta benar buta cinta murni luhur perlu buta bila cinta kuasa diri suatu timbang,14
1343,@tanyakanrl Dajal tu matanya buta 1 bukan punya mata 1.,0,dajjal mata buta bukan punya mata,6
1344,@schfess tidur dlu trus bangun pagi2 buta. aku lebih nyantol belajar pagi2 buta gitu drpd bljr malem,0,tidur dulu terus bangun pagi buta aku lebih cantol ajar pagi buta ajar malam,14
1345,Pagi buta cuci mata di airport ngeliat model ginian delay lama juga gpp wkwk,0,pagi buta cuci mata airport lihat model begini delay lama apa apa wkwk,13
1346,like cmon gue ga ngerasa usaha gue = terima gaji buta,0,like ayo rasa usaha terima gaji buta,7
1347,Buta yang paling buruk ialah buta hati. (HR. Asysyihaab)   #BanggaDakwahkanIslam,0,buta paling buruk ialah buta hati hr asysyihaab,8
1348,"@areumeile @blackjack1000_ @starfess """"apasi nyet? buta lo?"""" wkwkwkwk",0,apa sih monyet buta kamu wkwk,6
1349,Udah gak bolak balik order tabung oksigen. Pagi buta cari refill oksigen. Kenangan tak terlupakan.,0,bolak balik order tabung oksigen pagi buta cari refill oksigen kenang lupa,12
1350,"@leo_edw aku kiyowo bukan keren, kamu aja buta sukanya tante",0,aku imut bukan keren kamu buta suka tante,8
1351,Sialnya aku masi buta untuk ngeliat usahamu,0,sial aku buta lihat usaha,5
1352,mata lo buta ya gak bisa liat konteks mfnya,0,mata kamu buta lihat konteks mfnya,6
1353,buta warna apa gmn sih anjg masih kesel gw,1,buta warna apa bagaimana sih anjing kesal,7
1354,"ini lo buta apa gimana, gw tiap hari udah caper tapi lo ga liat gw asu",0,kamu buta apa bagaimana tiap hari cari perhati kamu lihat anjing,11
1355,eh kalian punya temen yg buta sama cinta gasi??? kek dia udh tau tu cowo redflag tapi tetap di jalanin tu hubungan tahi ayam. jujur mending gausah di temenin deh temen modelan begitu,0,eh kalian punya teman buta sama cinta sih tau cowok redflag tetap jalan hubung tahi ayam jujur mending usah teman deh teman model,23
1356,"@ruhutsitompul @ruhutsitompul mata dan telinga loe BUTA dan TULI, pe'aaak loe",1,mata telinga kamu buta tuli pe aaak kamu,8
1357,@keuangannews_id Otak ente kosong Lil . Makan gaji buta doang . Makanya elu bisa makan coba kalau gak.. nangis Lo lil Lil ...,1,otak kamu kosong lil makan gaji buta doang kamu makan coba kalau tangis kamu lil lil,16
1358,"eh buta mata lu, udah dibilangin """"satu aja jangan tamak""""",1,eh buta mata kamu bilang satu jangan tamak,8
1359,"Yg blg apo ga lulus kuliah, MATA KAU BUTA ANJING.",1,bilang apa lulus kuliah mata kamu buta anjing,8
1360,@indra_hut @sutanmangara Pertanyaan seperti ini ga bisa di jawab!!?? kelihatan sekali buta tuli plus dungu!!!!! negeri ini lagi di perangi candu ama China.     #NKRIDaruratUtang        #NKRIDaruratUtang,1,tanya jawab lihat sekali buta tuli plus dungu negeri rang candu sama cina,13
1361,"@utdfocusid Harus main lah, kasian yg lain tersiksa dia makan gaji buta",0,main lah kasihan siksa makan gaji buta,7
1362,"28 Desember 2022 aku sama @fika_chaca beneran buta banget jakarta, gaada bayangan sama sekali. Pokoknya kita hanya mengandalkan insting dan google maps :""""))) Awalnya kita turun di senen harusnya tapi setelah aku liat2 kayanya kalo buat ke hotel lebih deketnya turun di jatinegara",0,desember aku sama benar buta sangat jakarta bayang sama sekali pokok andal insting google maps awal turun senin harus aku lihat seperti kalau buat hotel lebih dekat turun jatinegara,29
1363,"@AREAJULID cewe cowo harus bisa masak krena itu basic skill tapi mksudnya bukan bisa masak ala chef ya, seenggakny masakan standar n bisa bedain bumbu dapur itu sih yg penting jangan smpe buta banget.",0,cewek cowok masak basic skill maksud bukan masak ala chef masakan standar beda bumbu dapur sih penting jangan buta sangat,20
1364,"satu indonesia jadi saksi kalo ada gas air mata yang ditembak, bahkan ada videonya. jangan anggap kami buta, kami bisa lihat dengan jelas. udah gamungkin lagi menghindar, ayo gausah lucu2an, langsung ngaku aja.",0,satu indonesia jadi saksi kalau gas air mata tembak bahkan video jangan anggap buta lihat jelas mungkin hindar ayo usah lucu an langsung aku,24
1365,"@Andihari20 @merapi111 @prastow @msaid_didu Ini pastinya salah satu rakyat buta yg sudah makan banyak kebohongan, sehingga lu lupa saudara Rakyat lu lebih byk menderita dibanding PEMERINTAH SAH ELU BAJINGAN",1,pasti salah satu rakyat buta makan banyak bohong kamu lupa saudara rakyat kamu lebih banyak derita banding perintah sah kamu bajing,21
1366,"Banyakk bgt hal yg gk gw suka dari lu tpi entah kenapa itu semua gk bikin gw illfil. Semua orang bener, katanya cinta buat lu buta. BODOHNYA GW KYK GITU. hahahah 3 bulan lgi gw liat tweet ini pasti ngerasa cringe bgt",0,banyak sangat suka kamu entah semua bikin muak semua orang benar kata cinta buat kamu buta bodoh haha bulan lihat twit rasa cringe sangat,24
1367,@M3juahjuah @jokowi Egoisme bikin seseorang buta hati tidak mau mikir rakyat secara menyeluruh.presiden gubenur dan bupati walikota seharusnya satu kata.,0,egoisme bikin orang buta hati mau pikir rakyat seluruh presiden gubernur bupati wali kota satu kata,16
1368,pada buta kah matanya?,0,buta mata,2
1369,"org2 buta apa ya jam segini hobi bgt ngidupin lampu teras org, msh terang cokk",0,orang buta apa jam gin hobi sangat hidup lampu teras orang terang jancok,13
1370,"@chanyeolgrogol @rkaiyoo @tanyarlfes yg kamu liat mungkin reaksi fans yg kaga waras. masih banyak yg waras kok, yg mau ngakuin kesalahan idolnya dan ga pura"""" buta tu banyak. yg kecewa tanpa harus tiba"""" jd haters dan ngehujat pun banyak, tp yg keliatan malah emg yg goblok""""nya aja",0,kamu lihat mungkin reaksi fan waras banyak waras kok mau aku salah idola pura buta banyak kecewa tiba jadi hater hujat banyak lihat malah memang goblok nya,27
1371,@fadlizon @suaraislam_id Hati nya mati mata sdh buta tak mikirin penderitaan umat...,0,hati nya mati mata buta pikir derita umat,8
1372,"mending tutup kuping sendiri, daripada menutup mulut orang. kalau mata dibalas mata, semuanya jadi buta. jadi, meski jengkel, ya sudahlah. serahkan semua ke Allah. asal anak cucunya tau mana yang benar dan salah. dikasih benteng yang kokoh tapi sangat lentur.",0,mending tutup kuping sendiri tutup mulut orang kalau mata balas mata semua jadi buta jadi meski jengkel sudah serah semua allah asal anak cucu tau mana benar salah kasih benteng kokoh sangat lentur,33
1373,Dia bisa baca sendiri kecuali buta huruf,0,baca sendiri buta huruf,4
1374,"anjingggg, udah dikasih buta arah, dikasih pula jalan yng berkelok kelok",0,anjing kasih buta arah kasih jalan kelok kelok,8
1375,"@razmanrahim ada mata buta, ada otak kosong",0,mata buta otak kosong,4
1376,"@f1_tawan @depopulasi @txtdrimedia Udah bang, pikiran kolot dia gak bakal paham, fanatik buta sama agama wkwk",1,bang pikir kolot bakal paham fanatik buta sama agama wkwk,10
1377,"Nah gitu kerja, jangan makan gaji buta. @narciassus https://t.co/gCnY6x5JgO",0,nah kerja jangan makan gaji buta,6
1378,Pengetahuan tanpa agama adalah lumpuh. Agama tanpa pengetahuan adalah buta (Albert Eistein). #Quotes,0,tahu agama lumpuh agama tahu buta albert eistein,8
1379,@ruhutsitompul Buta Lu yaa.. ðŸ¤£Banyak Jilat sih Lu..ðŸ¤£ðŸ¤£ðŸ¤£ https://t.co/p1UzPSKlI2,1,buta kamu banyak jilat sih kamu,6
1380,kerja kerja dulu ah buset gaji buta lu begitu lu,0,kerja kerja dulu ah buset gaji buta kamu kamu,9
1381,"@indosupporter Emang udah bener liga 1 itu distop dulu, suruh sekolah yg bener lagi itu wasit2 nyaâ€¦ pada gila semua, makan gaji buta aja, kerja gak ada yg bener!",1,memang benar liga stop dulu suruh sekolah benar wasit nya gila semua makan gaji buta kerja benar,17
1382,"@iwufhy Bnerr, jadi mau setalented apapun, seganteng apapun, bahkan secinta apapun klo udh kyk gitu kita ga boleh buta, minimal diem jgn smpe koar"""" dukung jatohnya malah jdi bulol bgt",0,benar jadi mau setalented apa ganteng apa bahkan cinta apa kalau buta minimal diam jangan koar dukung jatuh malah jadi budak cinta tolol sangat,24
1383,"@cutddlee Pada buta makanan kali yak, itu mah bubur ayam",0,buta makan kali bubur ayam,5
1384,"Kalian yg duluan Fitnah, Nyinyir, melecehkan Jokowi secara membabi buta, malah nuduh Anies di serang membabi buta.. woiii ente SEHAT.. Makanya lain kali jng jd penjahat, jd merasa dijahati.. itu lah kaum MUNAFIK, Playing Victim",0,kalian lebih fitnah nyinyir leceh jokowi babi buta malah tuduh anies serang babi buta oi kamu sehat kali jangan jadi jahat jadi rasa jahat lah kaum munafik main korban,29
